YEAR,MAKE,MODEL,CONDITION,TRANSMISSION,CYLINDERS,FUEL,ODOMETER,ENGINE POWER,MILAGE,Price
1998,lexus,lx 470,Excellent,Automatic,8,gas,165,Low CC,19,0
2006,honda,pilot ex-l nav,Excellent,Automatic,6,gas,82110,Avg CC,39,0
2017,mazda,mazda3,Excellent,Automatic,4,gas,47769,Low CC,14,0
2010,mazda,tribute s,Excellent,Automatic,6,gas,148000,Avg CC,27,0
2008,ford,mustang gt,Excellent,Manual,8,gas,135812,Avg CC,16,0
2018,ford,f-150 lariat,Excellent,Manual,6,gas,12950,High CC,8,2
2003,saturn,vue,Excellent,Automatic,6,gas,191400,High CC,17,0
2003,jeep,grand cherokee limited,Excellent,Automatic,6,gas,127000,Low CC,30,0
2007,pontiac,vibe,Excellent,Automatic,4,gas,96300,Avg CC,9,0
2007,ford,escape,Excellent,Automatic,6,gas,147200,Avg CC,50,0
2013,ford,escape titanium,Excellent,Manual,4,gas,45118,Low CC,28,0
2013,chrysler,200,Excellent,Automatic,4,gas,75081,Avg CC,16,0
2016,kia,rio,Excellent,Manual,4,gas,28359,High CC,26,0
2010,bmw,3-series,Excellent,Automatic,6,gas,110328,Avg CC,48,0
2010,toyota,camry,Excellent,Manual,4,gas,100000,Low CC,27,0
2014,toyota,tundra,Excellent,Automatic,8,gas,58054,Avg CC,40,1
2004,ford,ranger,Excellent,Manual,4,gas,42741,High CC,20,0
2009,ford,focous,salvage,Automatic,4,gas,151061,High CC,9,0
2005,jeep,grand cherokee,Excellent,Automatic,6,gas,200370,Avg CC,27,0
2003,ram,2500,Excellent,Automatic,6,diesel,230669,High CC,8,0
2012,nissan,rogue,Excellent,Automatic,4,gas,87830,Avg CC,26,0
1991,cadillac,allantÃ£Â©,Excellent,Automatic,8,gas,58511,Low CC,49,0
2006,volvo,xc90,Excellent,Manual,5,gas,164000,Low CC,16,0
2007,toyota,rav4,Excellent,Automatic,4,gas,140569,Avg CC,39,0
2005,honda,accord,salvage,Manual,4,gas,200000,Low CC,41,0
2009,pontiac,vibe,Excellent,Automatic,4,gas,158202,Avg CC,12,0
2015,buick,encore convenience,Excellent,Automatic,4,gas,37514,Low CC,11,0
2012,dodge,journey se,Excellent,Automatic,4,gas,79150,Low CC,41,0
2019,toyota,tacoma,Excellent,Automatic,6,gas,0,Low CC,24,0
2006,toyota,tacoma prerunner v6,Excellent,Manual,6,gas,79778,Avg CC,22,0
2002,chrysler,prowler,Excellent,Manual,6,gas,8000,Low CC,21,1
2013,ford,escape,Excellent,Manual,4,gas,28759,High CC,37,0
2012,ford,edge sport,Excellent,Automatic,6,gas,158461,Low CC,7,0
2010,mitsubishi,outlander se 4x4,Excellent,Automatic,4,gas,129110,Low CC,35,0
2012,ram,2500,Excellent,Manual,8,gas,0,High CC,6,0
2013,chevrolet,1500 crew cab,Excellent,Automatic,8,gas,99847,Avg CC,48,0
2009,honda,cr-v ex-l,Excellent,Manual,4,gas,128973,High CC,36,0
2010,dodge,journey,Excellent,Automatic,6,gas,53461,Avg CC,43,0
2006,ford,f150 xlt,Excellent,Manual,8,gas,180000,Avg CC,10,0
2007,ram,3500,Excellent,Automatic,8,gas,34354,High CC,38,0
2017,gmc,terrain,Excellent,Automatic,4,gas,23883,Low CC,10,0
2009,nissan,maxima 3.5 s,Excellent,Manual,6,gas,189000,High CC,48,0
2008,jeep,liberty,Excellent,Automatic,6,gas,150244,Avg CC,40,0
2017,ram,1500,Excellent,Manual,8,gas,41110,Avg CC,16,1
2014,chevrolet,equinox lt,Excellent,Manual,4,gas,82500,Avg CC,22,0
2016,dodge,challenger r/t,Excellent,Automatic,8,gas,30133,High CC,35,1
2013,ford,f-250 sd,Excellent,Manual,8,gas,110243,Avg CC,16,0
2011,buick,enclave,Excellent,Manual,6,gas,134049,Avg CC,41,0
2007,subaru,tribeca b9 limited awd,Excellent,Manual,6,gas,148086,Low CC,32,0
2016,jeep,wrangler unlimited sport,Excellent,Automatic,6,gas,86000,Avg CC,36,0
1968,ford,f-100,Excellent,Automatic,6,gas,18874,Low CC,16,0
2011,cadillac,escalade premium,Excellent,Manual,8,gas,98175,Low CC,39,0
2013,subaru,xv crosstrek,Excellent,Manual,4,gas,102225,High CC,49,0
2012,mercedes-benz,s550,Excellent,Manual,8,gas,69400,High CC,49,0
1996,toyota,4runner,Excellent,Automatic,4,gas,286000,Low CC,36,0
1971,volkswagen,super beatle convertible,Excellent,Manual,4,gas,103658,Low CC,24,0
2003,chevrolet,silverado 1500,Excellent,Manual,6,gas,0,Avg CC,15,0
2009,chevrolet,silverado lt 4x4,Excellent,Automatic,8,gas,112264,High CC,31,0
2007,ford,taurus,salvage,Manual,6,gas,170870,High CC,38,0
2002,jeep,wrangler,Excellent,Manual,6,gas,51000,Avg CC,44,0
2015,honda,accord sport,Excellent,Automatic,4,gas,48000,Avg CC,11,0
2012,ford,econoline,Excellent,Automatic,8,gas,126394,High CC,13,0
2011,chevrolet,express passenger,Excellent,Automatic,8,gas,67483,High CC,26,0
2008,mercedes-benz,e-class,Excellent,Manual,6,gas,130912,Low CC,44,0
2003,ford,ranger,Excellent,Automatic,6,gas,182036,Low CC,13,0
2015,hyundai,sonata sport,Excellent,Automatic,4,gas,18700,Low CC,7,0
1999,ford,ranger xlt,Excellent,Manual,6,gas,154514,Avg CC,43,0
2014,mercedes-benz,benz cla 250,Excellent,Automatic,4,gas,16749,High CC,6,1
2006,mercury,grand marquis,Excellent,Automatic,8,gas,152600,Low CC,16,0
2006,chevrolet,uplander,salvage,Manual,4,gas,107437,Low CC,21,0
2008,bmw,wagon,Excellent,Manual,6,gas,203000,Avg CC,46,0
2001,honda,c.r.v.,salvage,Automatic,4,gas,265000,Avg CC,32,0
1996,ford,f-450,Excellent,Manual,8,diesel,255225,Avg CC,11,0
2003,ford,windstar sel,Excellent,Automatic,6,gas,76312,Avg CC,26,0
2013,chrysler,200,Excellent,Manual,6,gas,96610,Avg CC,23,0
1987,nissan,d21,Excellent,Automatic,6,gas,280000,Avg CC,21,0
2012,ford,mustang premium coupe,Excellent,Manual,6,gas,61841,Avg CC,34,0
2009,chevrolet,express cargo van,Excellent,Automatic,6,gas,123005,Avg CC,26,0
2010,ford,mustang gt,Excellent,Manual,8,gas,83400,Avg CC,11,0
2014,subaru,legacy limited awd,Excellent,Automatic,4,gas,87474,Low CC,34,0
1930,ford,model a,Excellent,Manual,8,gas,100000,High CC,35,0
1998,chevrolet,2500,Excellent,Manual,8,gas,73922,Low CC,36,0
2007,subaru,legacy,Excellent,Manual,4,gas,51100,High CC,33,0
1994,gmc,sierra c/k 1500,Excellent,Manual,8,gas,184000,Low CC,44,0
2004,chrysler,sebring,salvage,Automatic,6,gas,65000,High CC,20,0
2006,lexus,sc 430,Excellent,Automatic,8,gas,107000,Low CC,37,0
2010,chevrolet,silverado 1500,Excellent,Automatic,8,gas,179000,Avg CC,38,0
1999,chevrolet,suburban 2500 sl,Excellent,Automatic,8,gas,226750,Avg CC,42,0
2009,jeep,wrangler,Excellent,Manual,6,gas,90603,Low CC,50,0
2016,ram,3500,Excellent,Automatic,6,diesel,28407,Low CC,22,2
2007,dodge,dakota,Excellent,Manual,8,gas,95298,High CC,40,0
2010,dodge,grand caravan se,Excellent,Manual,6,gas,146556,Low CC,37,0
2013,kia,forte,Excellent,Automatic,4,gas,142000,Avg CC,12,0
2012,infiniti,g37,Excellent,Manual,6,gas,85721,High CC,44,0
2011,chevrolet,silverado 1500,Excellent,Automatic,8,gas,97276,Avg CC,15,0
2010,mercedes-benz,benz gl450,Excellent,Manual,8,gas,118692,Low CC,44,0
2016,ram,1500,Excellent,Manual,8,gas,57734,Avg CC,25,0
2004,ford,excursion,Excellent,Automatic,8,gas,262452,Avg CC,10,0
2014,ram,1500 crew cab big horn 4x4,Excellent,Automatic,8,gas,94578,Avg CC,30,0
2015,chevrolet,silverado 1500,Excellent,Automatic,6,gas,88720,High CC,47,0
2007,bmw,530i,Excellent,Automatic,6,gas,140778,Low CC,32,0
2006,mazda,mx-5 miata,Excellent,Automatic,4,gas,111500,Low CC,44,0
1995,ram,1500 slt 4x4,Excellent,Automatic,8,gas,269206,High CC,47,0
2015,dodge,charger se,Excellent,Manual,6,gas,91000,Low CC,50,0
2013,fiat,500 abarth,Excellent,Automatic,4,gas,105000,Avg CC,8,0
2015,ford,fusion,Excellent,Manual,4,gas,143729,Avg CC,13,0
2015,toyota,sienna,Excellent,Automatic,6,gas,41600,Low CC,39,0
2017,chevrolet,tahoe,Excellent,Automatic,8,gas,29141,Avg CC,31,1
1997,subaru,impreza outback,Excellent,Automatic,4,gas,134000,Avg CC,39,0
2009,toyota,tacoma,Excellent,Manual,6,gas,0,Low CC,28,0
2013,nissan,altima,Excellent,Automatic,6,gas,90877,Low CC,19,0
2014,gmc,sierra 1500,Excellent,Manual,8,gas,90903,Low CC,49,1
2016,ram,rebel,Excellent,Automatic,8,diesel,29950,Low CC,22,1
2012,chevrolet,silverado 3500,Excellent,Automatic,8,gas,229028,Avg CC,49,0
2015,honda,accord ex-l,Excellent,Automatic,4,gas,56600,Low CC,24,0
2017,ford,f150 xlt,Excellent,Automatic,6,gas,32000,Low CC,46,1
2005,ford,ranger edge supercab 4wd,Excellent,Automatic,6,gas,150403,High CC,47,0
2015,chevrolet,suburban,Excellent,Manual,8,gas,101195,Low CC,25,1
2016,mazda,mazda6,Excellent,Automatic,4,gas,28512,Avg CC,45,0
2013,ford,focus,Excellent,Automatic,4,gas,63320,Avg CC,20,0
2006,bmw,x5,Excellent,Manual,6,gas,92860,Avg CC,5,0
2007,chevrolet,express,Excellent,Automatic,8,gas,70901,Low CC,25,0
2016,gmc,terrain,Excellent,Automatic,4,gas,36308,Avg CC,29,0
2017,buick,enclave,Excellent,Automatic,6,gas,24066,Avg CC,16,1
2015,volkswagen,jetta,Excellent,Automatic,4,gas,95182,Avg CC,9,0
2000,chevrolet,silverado,salvage,Manual,8,gas,161200,High CC,45,0
2013,rover,lr2,Excellent,Automatic,4,gas,74700,Avg CC,9,0
1998,chevrolet,corvette,Excellent,Manual,8,gas,68626,Low CC,28,0
2014,subaru,xv crosstrek,Excellent,Automatic,4,gas,113073,High CC,19,0
2018,dodge,grand caravan,Excellent,Automatic,6,gas,36000,High CC,6,1
2015,kia,soul,Excellent,Automatic,4,gas,75574,Low CC,37,0
2004,jeep,wrangler,Excellent,Automatic,6,gas,209011,Avg CC,10,0
2010,chevrolet,traverse lt,Excellent,Manual,6,gas,91421,Low CC,20,0
2015,toyota,tacoma,Excellent,Manual,6,gas,18812,Avg CC,13,1
2011,acura,mdx sh-awd,Excellent,Automatic,6,gas,135485,High CC,48,0
1997,ford,ranger,salvage,Automatic,4,gas,280000,Low CC,46,0
2010,jeep,wrangler unlimited sahara,Excellent,Manual,6,gas,101078,Low CC,34,0
2015,ford,f-150 supercrew platinum,Excellent,Manual,8,gas,123283,High CC,31,1
2007,ford,f-350 sd,Excellent,Automatic,8,gas,167454,Avg CC,48,0
2014,gmc,sierra sle 4x4 short bed,Excellent,Manual,8,gas,77000,Low CC,38,1
2008,chevrolet,tahoe,Excellent,Automatic,8,gas,192784,Low CC,23,0
2018,toyota,corolla se,Excellent,Manual,4,gas,26862,Avg CC,9,0
2012,chevrolet,traverse,Excellent,Manual,6,gas,145395,Low CC,16,0
2015,cadillac,escalade esv,Excellent,Manual,8,gas,60000,Avg CC,27,1
2005,dodge,grand caravan,Excellent,Manual,6,gas,155107,Avg CC,39,0
2004,buick,lesabre limited,Excellent,Automatic,6,gas,204564,Avg CC,18,0
2015,chevrolet,trax lt,Excellent,Manual,4,gas,73404,High CC,11,0
2012,ford,f-250 sd,Excellent,Automatic,8,gas,56302,Low CC,9,0
2015,ford,f-150,Excellent,Automatic,8,gas,66481,Avg CC,34,1
2004,subaru,forester,salvage,Automatic,4,gas,193000,Low CC,40,0
2013,jeep,grand cherokee altitude,Excellent,Manual,6,gas,89746,Low CC,23,0
2018,ram,2500,Excellent,Automatic,8,gas,28124,Low CC,6,1
2017,nissan,rogue,Excellent,Manual,4,gas,48836,Low CC,18,0
1959,ford,galaxie,Excellent,Automatic,8,gas,59000,Avg CC,47,0
2003,ram,van b1500,Excellent,Manual,8,gas,36394,High CC,37,0
2011,mercedes-benz,c-class,Excellent,Automatic,6,gas,190000,Low CC,22,0
2011,ford,f150 xlt extended cab,Excellent,Automatic,6,gas,45900,Low CC,15,0
2007,jeep,wrangler,Excellent,Manual,6,gas,14500,Low CC,26,1
2000,jeep,grand cherokee,salvage,Manual,6,gas,197055,Low CC,39,0
2011,kia,sorento,salvage,Manual,6,gas,182500,Low CC,21,0
2007,ford,f650,Excellent,Manual,6,diesel,264456,Avg CC,24,0
2006,honda,odyssey ex-l,Excellent,Automatic,6,gas,124370,Avg CC,42,0
2015,ram,1500 4x4 crew cab,Excellent,Automatic,6,gas,131542,Low CC,33,0
2015,kia,soul,Excellent,Manual,4,gas,44469,Avg CC,46,0
2018,ram,2500,Excellent,Automatic,8,gas,9930,Avg CC,10,1
2013,volkswagen,tiguan,Excellent,Automatic,4,gas,77453,Avg CC,17,0
2008,dodge,avenger,Excellent,Automatic,6,gas,107859,Avg CC,38,0
2014,bmw,535,Excellent,Automatic,6,gas,63934,Avg CC,20,0
2017,kia,sportage awd,Excellent,Automatic,4,gas,9996,Avg CC,45,1
2013,chevrolet,cruze lt,Excellent,Automatic,4,gas,92400,Avg CC,10,0
2007,chevrolet,silverado 1500 ltz,Excellent,Automatic,8,gas,114621,Avg CC,33,0
2017,ford,f-250 sd,Excellent,Manual,8,diesel,57297,Low CC,25,1
2014,chevrolet,silverado 1500,Excellent,Automatic,8,gas,137597,Avg CC,7,0
1971,mercury,cougar,Excellent,Manual,8,gas,57927,High CC,28,0
2011,gmc,sierra 1500,Excellent,Manual,8,gas,151607,Low CC,17,0
2015,ford,f-350 diesel utility truck,Excellent,Manual,8,diesel,95905,Avg CC,40,0
2001,ford,escape xlt 4x4,Excellent,Manual,6,gas,116767,Low CC,13,0
2017,ford,fusion,Excellent,Manual,4,gas,41868,High CC,27,0
2015,volkswagen,passat,Excellent,Automatic,4,diesel,33396,Avg CC,9,0
1987,mercedes-benz,560sl,Excellent,Automatic,8,gas,162210,Low CC,41,0
2014,chevrolet,camaro,Excellent,Automatic,6,gas,44226,Low CC,35,0
1968,chevrolet,el camino,Excellent,Manual,8,gas,90000,Avg CC,46,0
2002,jeep,wrangler,Excellent,Manual,6,gas,132000,Avg CC,15,0
2016,ford,mustang,Excellent,Automatic,8,gas,14150,Avg CC,42,1
2013,chevrolet,cruze 1lt auto,Excellent,Manual,4,gas,76953,Low CC,29,0
2013,ford,transit connect,Excellent,Manual,4,gas,43881,Low CC,24,0
2003,toyota,tundra limited,Excellent,Manual,8,gas,257736,Low CC,47,0
2011,ford,f-350,Excellent,Automatic,8,diesel,129702,High CC,30,0
2007,audi,a8l,Excellent,Automatic,8,gas,150942,Avg CC,7,0
2012,chevrolet,silverado,Excellent,Manual,8,gas,111060,Low CC,29,0
2000,ford,mustang gt,Excellent,Manual,8,gas,72000,Avg CC,30,0
2008,ford,mustan gt,Excellent,Automatic,8,gas,169000,High CC,19,0
1989,cadillac,allante,Excellent,Automatic,8,gas,98446,Low CC,25,0
2008,ford,f-150,Excellent,Automatic,8,gas,198700,High CC,7,0
2013,chevrolet,express commercial cutaway,Excellent,Manual,8,gas,114567,High CC,27,0
1963,dodge,polara,Excellent,Automatic,8,gas,78000,Avg CC,41,0
2008,toyota,sequoia,Excellent,Automatic,8,gas,171000,Low CC,15,0
1998,honda,civic lx,Excellent,Automatic,4,gas,168185,Low CC,44,0
2005,ford,focus,Excellent,Automatic,4,gas,130600,Low CC,27,0
2011,buick,lacrosse,Excellent,Automatic,6,gas,151000,Low CC,36,0
2011,chevrolet,silverado,Excellent,Manual,8,gas,113335,Low CC,40,0
2007,honda,accord,Excellent,Manual,4,gas,111995,High CC,16,0
2011,nissan,rogue sv,Excellent,Automatic,4,gas,141400,Avg CC,29,0
1982,toyota,cressida,Excellent,Manual,6,gas,104000,Avg CC,45,0
2015,kia,soul,Excellent,Automatic,4,gas,43069,Low CC,43,0
2016,toyota,4runner limited 4wd,Excellent,Manual,6,gas,31164,Low CC,42,1
2003,volkswagen,passat,Excellent,Automatic,4,gas,218958,Avg CC,28,0
2015,chrysler,town country,Excellent,Automatic,6,gas,69678,Avg CC,37,0
1997,toyota,4runner,Excellent,Manual,6,gas,255,Low CC,39,0
2001,gmc,sierra,Excellent,Automatic,8,gas,175000,Avg CC,26,0
2006,lexus,es 330,Excellent,Automatic,6,gas,101258,Low CC,36,0
2013,chevrolet,express cargo van,Excellent,Manual,8,gas,111846,High CC,26,0
2010,jeep,wrangler,Excellent,Automatic,6,gas,108000,Avg CC,13,0
2015,ram,3500,Excellent,Manual,6,diesel,37470,Low CC,7,2
2008,lexus,ls 460 ls460,Excellent,Automatic,8,gas,114550,Avg CC,40,0
2012,chevrolet,silverado 1500,Excellent,Automatic,8,gas,56930,Avg CC,25,1
2010,ford,f-150,Excellent,Manual,8,gas,122000,Low CC,47,0
2019,chevrolet,express extended cargo van,Excellent,Automatic,6,gas,5274,Avg CC,27,0
2009,lincoln,mks,Excellent,Manual,6,gas,115000,Avg CC,46,0
2013,toyota,corolla,Excellent,Automatic,4,gas,117927,High CC,17,0
2010,ford,super duty f-350 drw lariat,Excellent,Manual,8,diesel,110478,Low CC,6,1
2001,lincoln,towncar signature series,Excellent,Manual,8,gas,107803,Avg CC,6,0
2012,ford,focus,Excellent,Automatic,4,gas,124732,Low CC,40,0
2006,ford,econoline wagon,Excellent,Automatic,8,gas,129241,Avg CC,21,0
2016,ford,escape,Excellent,Automatic,4,gas,79440,High CC,7,0
2010,ford,mustang,Excellent,Automatic,8,gas,70969,Avg CC,15,0
2016,chevrolet,rs camaro convertible,Excellent,Automatic,6,gas,13200,Low CC,25,1
2005,honda,civic,Excellent,Manual,4,gas,76688,Avg CC,9,0
2018,nissan,altima sv,Excellent,Automatic,4,gas,47019,Low CC,31,0
2011,audi,a6 quattro,Excellent,Automatic,6,gas,100740,Low CC,47,0
2008,ford,f150 4x4,Excellent,Automatic,8,gas,128452,High CC,22,0
2002,volkswagen,jetta tdi,salvage,Manual,4,diesel,227760,Low CC,35,0
2003,ford,f150 regular cab truck,Excellent,Manual,8,gas,100090,Low CC,44,0
2006,chrysler,pacifica,Excellent,Manual,6,gas,102351,Avg CC,47,0
2008,honda,accord,Excellent,Automatic,6,gas,165300,Avg CC,14,0
2015,acura,tlx,Excellent,Manual,6,gas,18626,Avg CC,40,0
2017,chevrolet,silverado 2500hd,Excellent,Manual,8,diesel,70933,Low CC,48,1
2012,chevrolet,suburban,Excellent,Automatic,8,gas,222000,Low CC,43,0
2002,toyota,highlander,Excellent,Automatic,6,gas,238112,Low CC,29,0
1994,ford,taurus gl,Excellent,Automatic,6,gas,88000,Avg CC,31,0
2009,lexus,es 350,Excellent,Automatic,6,gas,73000,Avg CC,25,0
2012,toyota,tacoma,Excellent,Automatic,6,gas,105500,Avg CC,33,0
2003,ford,f-150 xlt 4x4,Excellent,Automatic,8,gas,204736,Avg CC,35,0
2010,ford,escape xlt fwd,Excellent,Manual,6,gas,109048,Low CC,23,0
2002,lexus,sc430,Excellent,Manual,8,gas,112000,Avg CC,27,0
1998,ford,f-150 ex cab long bed 4x4,Excellent,Manual,8,gas,200000,Low CC,8,0
2007,ford,edge sel,Excellent,Automatic,6,gas,152000,Avg CC,10,0
2016,jeep,renegade latitude,Excellent,Automatic,4,gas,93234,Avg CC,23,0
2008,nissan,armada se,Excellent,Automatic,8,gas,161219,Low CC,26,0
2014,ram,3500,Excellent,Manual,6,diesel,90519,High CC,45,1
2012,mazda,speed 3,Excellent,Automatic,4,gas,79000,High CC,32,0
2009,hyundai,genesis,Excellent,Manual,8,gas,117472,Avg CC,49,0
2011,nissan,rogue sv,Excellent,Automatic,4,gas,110000,High CC,42,0
2000,toyota,tacoma,Excellent,Automatic,6,gas,183800,Low CC,6,0
2009,toyota,4runner,Excellent,Automatic,6,gas,163160,Avg CC,23,0
2013,ford,e350 xlt super duty wagon,Excellent,Manual,8,gas,42887,Low CC,33,0
2012,dodge,journey,Excellent,Automatic,4,gas,55399,Low CC,49,0
2012,honda,fit,Excellent,Manual,4,gas,63178,Low CC,48,0
2004,toyota,sienna,Excellent,Manual,6,gas,187000,Avg CC,15,0
2008,chevrolet,silverado 1500,Excellent,Automatic,8,gas,171619,Avg CC,32,0
2006,toyota,4runner,Excellent,Manual,8,gas,208000,High CC,7,0
2008,ford,e-250,Excellent,Automatic,8,gas,142659,High CC,23,0
2012,toyota,tacoma,Excellent,Manual,4,gas,184843,Low CC,7,0
2018,chrysler,300 limited,Excellent,Manual,6,gas,19237,Low CC,26,0
2003,ford,explorer,Excellent,Automatic,6,gas,173200,High CC,30,0
2007,chevrolet,impala,Excellent,Manual,6,gas,116953,Low CC,25,0
2009,ford,f-250 sd,Excellent,Automatic,8,gas,167505,Low CC,37,0
2003,chevrolet,avalanche,Excellent,Manual,8,gas,40200,Avg CC,26,0
2006,toyota,corolla le,Excellent,Automatic,4,gas,134688,Low CC,20,0
2017,ram,1500,Excellent,Manual,8,gas,8316,Low CC,43,1
2007,gmc,1500 yukon denali,Excellent,Manual,8,gas,157000,Avg CC,9,0
2008,audi,a3 2.0 premium,Excellent,Automatic,4,gas,122564,Avg CC,24,0
2011,jeep,patriot,Excellent,Automatic,4,gas,102167,Low CC,27,0
2004,buick,lesabre,Excellent,Automatic,6,gas,38377,Avg CC,8,0
2003,ford,mustang cobra svt,Excellent,Automatic,8,gas,5245,Avg CC,14,0
1999,ford,ec3,Excellent,Manual,8,gas,290000,Low CC,26,0
2011,mercedes-benz,benz e550 convertible,Excellent,Automatic,8,gas,94376,Avg CC,46,0
2017,nissan,quest,Excellent,Automatic,6,gas,25168,Low CC,23,0
2012,volkswagen,jetta wagon,Excellent,Automatic,4,diesel,44604,Low CC,21,0
2006,ford,f-250,Excellent,Manual,8,diesel,123637,Avg CC,30,0
2010,chevrolet,equinox,Excellent,Automatic,6,gas,177512,Low CC,29,0
2003,dodge,durango,Excellent,Manual,8,gas,127495,Low CC,9,0
2010,ford,fusion sport,Excellent,Manual,6,gas,105867,High CC,35,0
2013,ram,2500 4x4,Excellent,Automatic,8,gas,123352,High CC,33,0
2014,volvo,s60 premiere plus,Excellent,Automatic,5,gas,119000,Avg CC,36,0
2003,lexus,es300,Excellent,Automatic,6,gas,170000,Avg CC,36,0
2012,ford,e250 econoline,Excellent,Manual,8,gas,122748,Avg CC,8,0
2018,ram,2500,Excellent,Automatic,6,diesel,7643,Low CC,33,1
2016,chrysler,200 sedan,Excellent,Automatic,4,gas,40752,Avg CC,5,0
2015,chevrolet,cruze,Excellent,Automatic,4,gas,101571,Avg CC,6,0
2012,chevrolet,impala,Excellent,Manual,6,gas,61101,Avg CC,37,0
2005,mercedes-benz,e-class,salvage,Automatic,8,gas,137007,High CC,48,0
2009,toyota,corolla,Excellent,Automatic,4,gas,122169,Avg CC,15,0
2015,chrysler,200,Excellent,Automatic,4,gas,41257,Avg CC,29,0
2016,ram,3500,Excellent,Automatic,6,diesel,77231,Avg CC,40,1
2014,chevrolet,equinox lt awd,Excellent,Automatic,4,gas,108724,Low CC,8,0
2002,honda,odyssey,Excellent,Automatic,6,gas,149873,Avg CC,6,0
2015,hyundai,sonata,Excellent,Manual,4,gas,89618,High CC,31,0
2008,saturn,aura,Excellent,Manual,4,gas,144447,Low CC,16,0
2011,dodge,dakota,Excellent,Manual,6,gas,117995,Low CC,16,0
2015,chevrolet,suburban,Excellent,Automatic,8,gas,124878,High CC,36,1
2019,chevrolet,silverado 2500hd,Excellent,Automatic,8,gas,4,Avg CC,34,1
1985,chevrolet,elcamino,Excellent,Automatic,8,gas,100000,Avg CC,24,0
2010,honda,civic lx,Excellent,Manual,4,gas,16320,Avg CC,45,0
2012,gmc,sierra 1500,Excellent,Automatic,8,gas,60129,Low CC,19,0
2010,honda,accord,Excellent,Automatic,6,gas,86286,High CC,45,0
2008,cadillac,escalade,Excellent,Manual,8,gas,148990,Low CC,49,0
2013,hyundai,genesis coupe,Excellent,Automatic,4,gas,62025,High CC,28,0
2014,ram,1500,Excellent,Automatic,8,gas,170497,Low CC,6,0
2015,chevrolet,silverado 2500hd crew cab,Excellent,Automatic,8,diesel,47000,Low CC,14,1
2007,toyota,tacoma double cab 4wd,Excellent,Manual,6,gas,204223,Avg CC,40,0
2002,jeep,grand cherokee,Excellent,Manual,6,gas,90000,Low CC,39,0
2013,mazda,cx-5,Excellent,Manual,4,gas,110223,High CC,47,0
1986,bmw,528e,Excellent,Automatic,6,gas,344610,High CC,49,0
2008,ford,fusion sel,Excellent,Automatic,6,gas,71022,High CC,37,0
2017,nissan,rogue sv,Excellent,Automatic,4,gas,39450,Low CC,33,0
2013,chevrolet,traverse ltz,Excellent,Manual,6,gas,13262,High CC,32,0
2010,ford,f-150,Excellent,Automatic,8,gas,122000,Avg CC,23,0
2011,nissan,armada platinum,Excellent,Automatic,8,gas,114000,Avg CC,38,0
2010,volkswagen,jetta,Excellent,Manual,5,gas,152095,Low CC,18,0
2006,jeep,commander limited,Excellent,Automatic,8,gas,146844,Low CC,19,0
2007,dodge,grand caravan,Excellent,Automatic,6,gas,100570,Avg CC,9,0
2014,nissan,sentra,Excellent,Automatic,4,gas,75000,Avg CC,29,0
2012,ram,3500 laramie diesel truck 4,Excellent,Automatic,6,diesel,86144,Low CC,45,1
